,rating,name,review,verified,vote,date,length
184,positive,Mergen Alimaganbetov,Dear Tecknet team probably you should mention this somewhere in the manual like add it to troubleshooting This is a very good mouse First of all install the newest Bluetooth driver Secondly switch OFF power saving in Device Manager Bluetooth Your adapter here power management allow the computer to turn off this device to save power I did this because after the adapter went to sleep I had to reconnect my mouse again The issue is gone Finally the materials are good enough for this price point the lag is acceptable only if do not play games power consumption is good I bought like in May and still have my first batteries in,True,0.0,26.07.2018,113
185,neutral,Thor,Honestly it is a little hon the bulky side and heavy It does the job but I feel like there is got to be a better solution than this,True,0.0,24.07.2018,29
186,positive,DWXC,Price was right and appears to work fine for my purposes,True,0.0,01.07.2018,11
191,negative,Bixby Q,I like the amp specs no tone or other extraneous controls Simple onoff and volume High power promises HOWEVER it ran minutes on a Toshiba laptop power supply never loud enough to hear well and then quit The speaker banana sockets were REALLY hard to work with my sausage fingers The LED was dim or bright depending on whether you had the power switch down or up but never off I returned it immediately thank you Amazon and bought a competitors model for less money wired it up and now I am listening to some great music in my studio,True,2.0,14.04.2018,100
192,negative,L. Oliver Ouyang,Its painfully slow It takes forever to download GB of data,True,0.0,23.03.2018,11
193,positive,Lolls,Good length strong cable great price,True,0.0,09.02.2018,6
194,positive,Amazon Customer,Thanks good product,True,0.0,28.03.2018,3
195,negative,Al G.,not worth,True,0.0,15.04.2018,2
196,neutral,Mark,I replaced a year old Alpine unit as I wanted something with more power and more features There are definitely things I miss about this Alpine unit Pros Good amount of processing feature to customize the sound of the audio There are two different menu systems that control all of this Cons The display is WORTHLESS in daylight can not see anything Using USB sometimes pressing the next button gets you nothing I have to disconnect my iphone and reconnect it to get to the next song Very damn annoying especially when driving Using USB sometimes it plays a snippet of the song pauses then plays the song Knock it off Just play the song and keep playing the song,True,0.0,14.05.2018,120
197,positive,bshrove,had to replace the clamp as it would not hold my equipment in place replaced with a manfroto super clamp and it seems to be holding up so far,True,0.0,08.09.2018,29
199,positive,Tequitoh,The product was as described but I miss read the end Type C I needed a SUB Type C Had to return the product,True,0.0,23.02.2018,24
200,negative,dwightus,In the production description the seller lists IMPORTANT This is an adapter cable only not a converter It will NOT convert VGA signal into component RGB Yet the title of the product is Insten VGA to RCA Cable VGA to TV SVideo RCA PC Computer AV Adapter Cable Converter VGARCA If this is not deceitful then I do not know what is If the product is NOT a converter then do not put the word CONVERTER in the product title A waste of money and time,True,6.0,02.01.2018,86
201,positive,O. Baba Rodriguez,i love this thing it last for days with charging and it can get loud,True,0.0,20.04.2018,15
202,positive,rick,Very thick and heavy Well drilled all holes work smoothly with tripods mounts threaded screws,True,0.0,08.04.2018,15
203,neutral,I. Khan,You get what you pay for,True,0.0,20.02.2018,6
205,neutral,Malcolm,does the job,True,0.0,26.02.2018,3
206,negative,C,did not work Returned it,True,0.0,03.01.2018,5
209,neutral,Andrew,Worked good until this week Broke at the connector does not charge anymore Certainly was not bends or whatever Anker claims these wires will last,True,0.0,27.03.2018,25
211,positive,CA1990,These are nice cables that are durable My family is brutal on cables The ones that Apple provides are consistently destroyed within months These AmazonBasics ones are much tougher The only downside is the Lightning end of the cable is just a little too big to fit with some of the cases we use on our phones,True,0.0,20.06.2018,57
